# Input,DiseaseName,DiseaseID,GeneSymbol,GeneID,DiseaseCategories,DirectEvidence,OmimIDs,PubMedIDs
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR151B,100616247,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR152,406943,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR17,406952,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR181C,406957,Digestive system disease,marker/mechanism,,22363424
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR188,406964,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR18A,406953,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR191,406966,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR192,406967,Digestive system disease,marker/mechanism,,22045675|25359176|28483554|28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR193A,406968,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR193B,574455,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR194-1,406969,Digestive system disease,marker/mechanism,,28844483
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR19A,406979,Digestive system disease,marker/mechanism,,22363424
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR200C,406985,Digestive system disease,marker/mechanism,,22363424
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR203,387199,Digestive system disease,therapeutic,,32659284
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR21,406991,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR210,406992,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR217,406999,Digestive system disease,marker/mechanism,,22363424
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR218-1,407000,Digestive system disease,marker/mechanism,,22363424|30125006
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR22,407004,Digestive system disease,marker/mechanism,,25359176|28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR221,407006,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR222,407007,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR23A,407010,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR23B,407011,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR27B,407019,Digestive system disease,marker/mechanism,,25359176|28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR29B2,407025,Digestive system disease,marker/mechanism,,22363424
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR29C,407026,Digestive system disease,marker/mechanism,,28545106|30515189
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR301A,407027,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR30A,407029,Digestive system disease,marker/mechanism,,22363424|25359176|28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR30B,407030,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR30C-1,387227,Digestive system disease,marker/mechanism,,22363424
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR320A,407037,Digestive system disease,marker/mechanism,,28545106|30125006
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR327,100124437,Digestive system disease,marker/mechanism,,22363424
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR328,442901,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR335,442904,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR337,442905,Digestive system disease,marker/mechanism,,22363424
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR338,442906,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR33B,693120,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR342,442909,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR345,442910,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR34A,407040,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR34C,407042,Digestive system disease,marker/mechanism,,22363424
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR351,723910,Digestive system disease,marker/mechanism,,22363424
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR3591,100616357,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR361,494323,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR3615,100500847,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR362,574030,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR367,442912,Digestive system disease,marker/mechanism,,22363424
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR378A,494327,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR378C,100422867,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR378I,100616259,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR410,574434,Digestive system disease,marker/mechanism,,22363424
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR421,693122,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR423,494335,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR4433B,102465833,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR4448,100616127,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR4492,100616376,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR4507,100616135,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR4516,100616258,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR452,574412,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR455,619556,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR483,619552,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR484,619553,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR497,574456,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR499A,574501,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR503,574506,Digestive system disease,marker/mechanism,,22363424
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR505,574508,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR5099,100628578,Digestive system disease,marker/mechanism,,28844483
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR5196,100847070,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR532,693124,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR5588,100847054,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR574,693159,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR589,693174,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR592,693177,Digestive system disease,marker/mechanism,,22363424|28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR625,693210,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR627,693212,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR629,693214,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR651,723779,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR660,724030,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR6741,102466270,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR6815,102465489,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR6852,102465513,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR687,751541,Digestive system disease,marker/mechanism,,22363424
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR697,735277,Digestive system disease,marker/mechanism,,22363424
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR704,735289,Digestive system disease,marker/mechanism,,22363424
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR744,100126313,Digestive system disease,marker/mechanism,,22363424|28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR764,100313838,Digestive system disease,marker/mechanism,,22363424
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR766,768218,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR7704,102465802,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR7977,102465858,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR877,100126314,Digestive system disease,marker/mechanism,,27713024
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR879,100124492,Digestive system disease,marker/mechanism,,22363424
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR885,100126334,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR93,407050,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIR99A,407055,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIRLET7B,406884,Digestive system disease,marker/mechanism,,28545106|30125006
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIRLET7C,406885,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIRLET7D,406886,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIRLET7G,406890,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MIRLET7I,406891,Digestive system disease,marker/mechanism,,28545106
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MMP2,4313,Digestive system disease,marker/mechanism,,15763341
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MMP9,4318,Digestive system disease,marker/mechanism,,22507835
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MST1,4485,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MST1R,4486,Digestive system disease,marker/mechanism,,22575169
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MTHFR,4524,Digestive system disease,marker/mechanism,,18551038|19648163
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,MTPN,136319,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,NAT2,10,Digestive system disease,marker/mechanism,,11915035|16799928|17950035|25693865
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,NDUFS3,4722,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,NFATC4,4776,Digestive system disease,therapeutic,,34192554
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,NFE2L2,4780,Digestive system disease,therapeutic,,22491424|22627062|24813929|26958860|30215777
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,NFXL1,152518,Digestive system disease,marker/mechanism,,26881866
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,NME2,4831,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,NOTCH1,4851,Digestive system disease,therapeutic,,30394310
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,NOX4,50507,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,NR0B2,8431,Digestive system disease,therapeutic,,29943110
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,NR1H3,10062,Digestive system disease,therapeutic,,17256725
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,NR1H4,9971,Digestive system disease,marker/mechanism,,12875239
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,NR1I2,8856,Digestive system disease,marker/mechanism|therapeutic,,19797606|28058446
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,NR1I3,9970,Digestive system disease,marker/mechanism|therapeutic,,14742670|25656644|28058446
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,NR2F2,7026,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,NR5A2,2494,Digestive system disease,marker/mechanism,,29515023
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,NREP,9315,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,NTN1,9423,Digestive system disease,therapeutic,,35292334
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,NUS1,116150,Digestive system disease,therapeutic,,33812996
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,OAS1A,246730,Digestive system disease,marker/mechanism,,17984051
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,OBP3,259247,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,OCIAD1,54940,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,OGDH,4967,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,OLR59,170816,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,P4HB,5034,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,PAH,5053,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,PAN2,9924,Digestive system disease,marker/mechanism,,26881866
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,PANX1,24145,Digestive system disease,marker/mechanism,,29246445
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,PARK7,11315,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,PC,5091,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,PCOLCE,5118,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,PCYT1A,5130,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,PDK4,5166,Digestive system disease,marker/mechanism|therapeutic,,21182459|31809757
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,PDLIM5,10611,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,PEX11A,8800,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,PGM1,5236,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,PLAT,5327,Digestive system disease,marker/mechanism,,22507835
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,PLG,5340,Digestive system disease,marker/mechanism,,22507835
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,PLS3,5358,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,PNP,4860,Digestive system disease,marker/mechanism,,16099942
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,PNRC1,10957,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,POLG,5428,Digestive system disease,marker/mechanism,,18208989|20138553
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,POLR2G,5436,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,PON1,5444,Digestive system disease,marker/mechanism,,16099942
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,PPARA,5465,Digestive system disease,marker/mechanism,,24385052|38181850
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,PPTC7,160760,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,PRKCD,5580,Digestive system disease,therapeutic,,30393195
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,PRKDC,5591,Digestive system disease,marker/mechanism,,21224054
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,PTF1A,256297,Digestive system disease,therapeutic,,21182459
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,PTGES2,80142,Digestive system disease,marker/mechanism,,31444509
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,PTGS2,5743,Digestive system disease,therapeutic,,11743745
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,PUM1,9698,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,PYGL,5836,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,PZP,5858,Digestive system disease,marker/mechanism,,16099942
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,RASA1,5921,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,RBP1,5947,Digestive system disease,marker/mechanism,,16099942
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,RDH13,112724,Digestive system disease,marker/mechanism,,27865848
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,REEP5,7905,Digestive system disease,marker/mechanism,,26881866
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,RGN,9104,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,RIPK3,11035,Digestive system disease,therapeutic,,26769846
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,S100A11,6282,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,SELENBP1,8991,Digestive system disease,marker/mechanism,,20623750
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,SEMA3A,10371,Digestive system disease,therapeutic,,33290778
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,SEMA4A,64218,Digestive system disease,marker/mechanism,,33290778
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,SENP2,59343,Digestive system disease,therapeutic,,29535048
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,SERPINA6,866,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,SERPING1,710,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,SESN2,83667,Digestive system disease,therapeutic,,28209544
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,SGF29,112869,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,SHC1,6464,Digestive system disease,marker/mechanism,,25231249|32659284
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,SLC10A7,84068,Digestive system disease,marker/mechanism,,26881866
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,SLC13A4,26266,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,SLC22A8,9376,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,SLC25A29,123096,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,SLCO1B1,10599,Digestive system disease,marker/mechanism,,32259555
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,SLPI,6590,Digestive system disease,marker/mechanism,,17984051
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,SNX18,112574,Digestive system disease,marker/mechanism,,17984051
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,SOD1,6647,Digestive system disease,marker/mechanism,,20623750|27349771
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,SOD2,6648,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,SOD3,6649,Digestive system disease,therapeutic,,11529661
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,SORD,6652,Digestive system disease,marker/mechanism,,12763371
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,SORL1,6653,Digestive system disease,marker/mechanism,,26881866
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,SPIN2A,54466,Digestive system disease,marker/mechanism,,16099942
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,SPP1,6696,Digestive system disease,marker/mechanism,,20623750
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,SRP72,6731,Digestive system disease,marker/mechanism,,26881866
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,STAT3,6774,Digestive system disease,therapeutic,,38460807
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,STING1,340061,Digestive system disease,therapeutic,,36520315
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,SULT1C3,442038,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,SULT1E1,6783,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,SULT2B1,6820,Digestive system disease,marker/mechanism,,27052460
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,SUOX,6821,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,TAGLN2,8407,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,TALDO1,6888,Digestive system disease,marker/mechanism,,19436114
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,TBXA2R,6915,Digestive system disease,marker/mechanism,,22206755
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,TCTN1,79600,Digestive system disease,marker/mechanism,,17984051
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,TF,7018,Digestive system disease,marker/mechanism,,16099942
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,TGFBR1,7046,Digestive system disease,marker/mechanism,,28560358
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,THBS1,7057,Digestive system disease,marker/mechanism,,35357534
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,THPO,7066,Digestive system disease,therapeutic,,33122006
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,TLR5,7100,Digestive system disease,marker/mechanism,,30508503
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,TMED7,51014,Digestive system disease,marker/mechanism,,26881866
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,TMEM117,84216,Digestive system disease,marker/mechanism,,26881866
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,TMEM164,84187,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,TMEM38B,55151,Digestive system disease,marker/mechanism,,25226513
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,TNF,7124,Digestive system disease,marker/mechanism|therapeutic,,17709330|19638433|20623750|21984482|37866487|7532385|9696492
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,TRAJ18,28737,Digestive system disease,therapeutic,,36520315
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,TTR,7276,Digestive system disease,marker/mechanism,,16099942
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,TUBA1A,7846,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,TUBB4B,10383,Digestive system disease,marker/mechanism,,25231249
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,UBA5,79876,Digestive system disease,marker/mechanism,,26881866
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,UGT1A9,54600,Digestive system disease,marker/mechanism,,20623750
mesh:d056486,Chemical and Drug Induced Liver Injury,MESH:D056486,UNC93B1,81622,Digestive system disease,marker/mechanism,,25226513
